,sentence,physics,race,religion
122,"@realtristan13 My son has cerebral palsy, autism and is also epileptic. I commend you! Research and Suppois definitely needed🌻",0,0,0
123,Ma little sister has epilepsy too. @realtristan13 click the link in ma BIO please. 😞🙏🏽,0,0,0
124,@realtristan13 yo momma is Beautiful,0,0,0
125,@khloekardashian I mean it is her daughters father they gonna talk and suppoeach other no matter what LOL,0,0,0
126,Cbd and Canabis oil dude 🌻,0,0,0
127,Where is ur son ?,0,0,0
128,Toronto did something good 💯 @reanna.t_ . Proud citizen 😅,0,1,0
129,@avorimadya He did it 2himself n I good Deed dsnt excuse who he really is💯,0,0,0
130,Boy got peas for days damn brush/come my guys hair😂,0,0,0
131,"Nice photo, there is no need for more words, I just wanted to say 😍👌",0,0,0
132,Great pics!!!!,0,0,0
133,@stinoskicks,0,0,0
134,wE sTiLl rEmEmbEr wHaT y0U diD tO kOkO,0,0,0
135,@fa2cam 😂only for the comments😂,0,0,0
136,Flannel way too small 🚮🚮🚮🚮,0,0,0
137,Breathtaking one,0,0,0
138,You and jay-z can rot in hell together while your children are living better lives without you,0,0,0
139,Complete copying asaprocky lmaoo,0,0,0
140,What in heavens can this man teach ????? Nada,0,0,0
141,So cool! 💪😎🏀,0,0,0
142,Team tristian,0,0,0
143,That's a pretty good one. Actually I think your recent photos are really good. I will be waiting for your next photo 😊✋,0,0,0
144,Aren't u from Brampton ? 🤔,0,1,0
145,Hold one in Houston plz,0,0,0
146,Boy your from brampton dawg,0,1,0
147,@dwyanewade learn how to grab offensive rebounds.,0,0,0
148,What for ? You cant play,0,0,0
149,@ns_24 who else is from the 6 lol,0,0,0
150,Lol learn how to lose every game ?,0,0,0
151,hey you guys scrolling follow @leelaowen and dm me when done for 3 free followers and likes on ur recent 10 photos!!,0,0,0
152,You have one of the good galleries I've seen today 👌,0,0,0
153,@twicenow it's Emery's costume!!,0,0,0
154,OmGosh! How funny!💜💜💜,0,0,0
155,happy birthday,0,0,0
156,the sloth is absolutely EVERYTHING ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0
157,😇 tell the world that I am the Messiah😇,0,0,1
158,"Let Lionel Richie know I am the Messiah,",0,0,1
159,🎃👻💀😇👽😘💚💚💚while you are in New York. 😇is here.,0,0,0
160,Love u @katyperry,0,0,0
161,You're 10x hotter when you're in serious mode @katyperry,0,0,0
162,I love u to the moon & back 💗,0,0,0
163,Happy for you🐈 Catwoman @katyperry,0,0,0
164,Mino love music Katy Perry. Minomoretti.music.angels,0,0,0
165,My favourite woman... I really love her songs,0,0,0
166,It's just so cool that my birthday is the same day as yours I remember going to your concelast year as my birthday present 💝 I would always remember that day 10/25/17,0,0,0
167,I love Dolly 😍😊😌,0,0,0
168,"@andrea1858 honestly this is my dream😫😫😫 for my fellow big hair, big titteee committee honoree dolly to sing me happy birthday💕💕💕💕",0,0,0
169,very cool ! !,0,0,0
170,I found the cutest puppy pics @dailybabycanines,0,0,0
171,Love her! ❤️,0,0,0
172,Wow,0,0,0
173,Oh shit! This is Genesis P-Orridge 🔥,0,0,0
174,Hehe. Sensational! 🌈💖🕊,0,0,0
175,@carroll_correll AHHH both my favs😍,0,0,0
176,love her😘😘,0,0,0
177,Nice one 👍,0,0,0
178,HELLO DOLLY,0,0,0
179,HAPPY HALLOWEEN EVERYONE.,0,0,0
180,I WILL ALWAYS LOVE YOU !,0,0,0
181,HAPPY BIRTHDAY DOLLY.,0,0,0
182,You know you've made it when...,0,0,0
183,Good morning friend,0,0,0
184,@orlandobloom don't play with katy,0,0,0
185,Yet you make fun of him. Bye mean girl,0,0,0
186,Bieber,0,0,0
187,Beautiful People 💕💕💕💕,0,0,0
188,top,0,0,0
189,get hype,0,0,0
190,go go,0,0,0
191,@diaryofafitmommyofficial says the diary of an obssesed mommy...😐,0,0,0
192,Same 😂,0,0,0
193,Smagirl with good taste,0,0,0
194,But not justin sorry #joking😁,0,0,0
195,Hahaha 😍😂,0,0,0
196,Katy got tha feels 😂,0,0,0
197,@katyperry I think Orlando is right... You look Super Thirsty xoxo Stop being Shady,0,0,0
198,You are more talented,0,0,0
199,Happy birthday! 🎈🎉🎁🎆🎇,0,0,0
200,Your ok. To bad you don't believe.,0,0,0
201,Congrats,0,0,0
202,Everyone loves your songs,0,0,0
203,Waoooooo,0,0,0
204,Very nice,0,0,0
205,I am from iran i love you💏,0,1,0
206,Happy Halloween,0,0,0
207,Did you ever see your fans? I dont think so My beloved star,0,0,0
208,My queen is Katy 💓,0,0,0
209,Best😍😍😍,0,0,0
210,Ally Girls Rally ofcourse,0,0,0
211,Congratulations,0,0,0
212,I miss the old Katy 😫😢,0,0,0
213,Love love love 😘😘😘😘😘😘,0,0,0
214,"Kathering, its time to wake up!",0,0,0
215,Nice,0,0,0
216,❤️Wow,0,0,0
217,Young kAty,0,0,0
218,I think we all miss her.,0,0,0
219,katy.. marry me..💐,0,0,0
220,Bring Her back,0,0,0
221,I vibe heavy with this picture 💞,0,0,0
222,I miss old katy 😢,0,0,0
223,Happy birthday beautiful,0,0,0
224,Hi katy.. I just want to wish you a very happy birthday.. you are a firework!! Love.. ❤️💚💙..,0,0,0
225,Love the pink❤️😍,0,0,0
226,Omg!,0,0,0
227,Hi. 🇮🇷 I am an Iranian person and I need your helps to cash some money from my page . Becouse the living in here is difficult ... please help me by #following_me,0,1,0
228,@katyperry YOU GO TO HALLOWEEN PARTY?,0,0,0
229,Yes queenn😍,0,0,0
230,@katyperry your Barbie in pink,0,0,0
231,can you guys follow me have 0 followers am 9 years old,0,0,0
232,@katyperry YOU LOOK LIKE U GO TO A HALLOWEEN PARTY,0,0,0
233,nice,0,0,0
234,ON FIIIIIIIRREEEE 😢😢😢😢😢❤❤❤❤❤,0,0,0
235,@felicitythechiweenie thinks you're divine ❤️😍,0,0,0
236,I love that lip color!!!! What is it????,0,0,0
237,👈👈👈 Epic Disney Throwback! #NEWVIDEOO 📽🎬🔥 Link in bio,0,0,0
238,Wow. You're absolutely amazing,0,0,0
239,Queen,0,0,0
240,Was you born with a pe,0,0,0
241,Katy's friend I'm coming to your new home i love u Friends 😘😂,0,0,0
242,Wonderful!!!!!💎,0,0,0
243,@iamstevent pink,0,0,0
244,Lovely,0,0,0
245,💙💚💙💚 u r amazing!!,0,0,0
246,beckon,0,0,0
247,oh my Katy !,0,0,0
248,I can't breath when I see your photos😍😍😍😍😍,0,0,0
249,very goddd👍👍👍👍👍👍👍💞💝🌷🌹🎤,0,0,0
250,🔹 Superrrrr😍,0,0,0
251,wowww!!!👏👏,0,0,0
252,No,0,0,0
253,Yes yes,0,0,0
254,HAPPY birthday,0,0,0
255,I thinked it's Christina Aguilera 😂,0,0,0
256,Happy Birthday @katyperry 💜,0,0,0
257,Awesome😄,0,0,0
258,I'm 53 years old and bought your leopard print boots with gold tone heel..... one word. LOVE!!!!!!!!,0,0,0
259,I love you 💓,0,0,0
260,Take down your gates around your house! Fire your gun toking security guards and turn off your alarms! #buildthewall,0,0,0
261,Woow its veri cool😍😍😍,0,0,0
262,Gorgeous,0,0,0
263,Love this ❤️❤️❤️🔥🔥🔥🔥,0,0,0
264,Thanks for reminding people to vote REPUBLICAN across the board. Republicans want freedom and for your taxes to work for you. Democrats want to take your freedom and have your taxes pay for system leeches and illegals. #voterepublican #MAGA #republican,0,0,0
265,Can you come to LOUISIANA 🙌🤣💜😁,0,0,0
266,This confirms I shouldn't be voting -Now i know not to vote is right. HRC supports harvey! Either you suppowoman or you don't KP. #mkultra,0,0,0
267,"My whole life, people have been saying, Why are you so angry?",0,0,0
268,I'm registered!!!! 🇺🇸🇺🇸 California 😊,0,0,0
269,god afternood,0,0,0
270,Make sure you vote for freedom not free stuff.,0,0,0
271,We r registered to vote Republican all up and down! #votered 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0,0,0
272,I'm so sorry Cooper. Please forgive me. @cooper._roy,0,0,0
273,Yaaaassssss,0,0,0
274,"🎂 Wish you a happy birthday dear.May Almighty bless you his choicest blessings and lots of happiness. Stay happy forever. Lots of love and wishes. May all your wishes come true.. Have a great day and year.❤️🎂😘🌹@katyperry
 Gauri",0,0,0
275,@pritchetclaire he was Democratically allocates,0,0,0
276,@dreamy.daydreams that sounds like something a dem would say,0,0,0
277,Yea NOW people want to vote..m,0,0,0
278,Rihanna got beat up and left for dead by her boyfriend then went back to him. You dumb pop stars need to stick to music.,0,0,0
279,well-behaved,0,0,0
280,Trump Nation🇺🇸🇺🇸🇺🇸,0,0,0
281,Republican all Day!! #RedWave,0,0,0
282,I want to see this movie so bad too,0,0,0
283,Holo!!! It's me Cristine again!,0,0,0
284,Amc overpricing movies smh,0,0,0
285,wonder if she saw it at innaloo😂 @jyahvilla,0,0,0
286,Movie tickets are $20 where you live?! Good God.,0,0,0
287,"yasss queen honey, allso my friend likes my boyfriend and I think he is cheating on my with her because they are allways hanging out and laughing at eachother, what shoul i do",0,0,0
288,Wish you can send some tickets to Austin Canada here so expensive see one of your shows we would love to see your show especially my seven-year-old daughter you are her Idol she just loves you right to death and so did the rest of my family,0,0,0
289,Oh yeah,0,0,0
290,Did you like the film?,0,0,0
291,Love u katt,0,0,0
292,Katy it's not good hear😢,0,0,0
293,I went to your consert,0,0,0
294,Really is fantastic,0,0,0
295,So nice💋,0,0,0
296,Super 🌸🌸🌸,0,0,0
297,"Overcoming fear is the first step to success for entrepreneurs. The winners all exemplify that, and the hard work and commitment they have shown underlines what is needed to set up a business.",0,0,0
298,Happy Birthday.Katy...❤️ Congratulations Another Spin around the Sun .....🌞......💨🎂 Make a Wish..!,0,0,0
299,Awww💚,0,0,0
300,Very nice,0,0,0
301,I LOVE IT!✌🏻💖,0,0,0
302,HEY DAN COULD TALK ABOUT ADVERTISING IN TIMES SQUARE ..NO BS GREAT OPPORTUNITY ..80 DAYS MINIMUM 65K,0,0,0
303,Work hard party harder,0,0,0
304,@danbilzerian I think you forgot bud in your workout plan,0,0,0
305,Lets connect!,0,0,0
306,Let us know who has the funnest comments on the reviews for whipple superchargers,0,0,0
307,Yo what's up? Open DM's man I'd love to talk,0,0,0
308,Too nice,0,0,0
309,I just saw your recent photos. It looks like your photos are getting better with time imo 😉👌,0,0,0
310,If you're in love with the car culture give us a follow 👌,0,0,0
311,King of the douchebags 😂,0,0,0
312,Awesomee!!,0,0,0
313,LİKE FOR LİKE,0,0,0
314,happy birthday dan 🎸🎸😍,0,0,0
315,Happy Halloween 👻 #book fallow me please,0,0,0
316,The hell on earth 🤦🏻‍♀️🤢🤮,0,0,0
317,Just go to the party with the same should you worked out in. LolDan don't give a fuck!!!!!🎩,0,0,0
318,Why no pictures of lil mayo,0,0,0
319,@bagels_payne don't worry mr bagels he will never take that from you,0,0,0
320,Like,0,0,0
321,Even Chuck Norris can't do it 😊,0,0,0
322,@andrewferrante @kevinmumolo we're was our invite,0,0,0
323,Hes into that dude,0,0,0
324,◀◀◀THIS IS WHERE ITS AT 💉💉,0,0,0
325,Nice 😍😍😍😍😍😍,0,0,0
326,So you're okay with black men but not black women....okay.....,0,1,0
327,Love you man✌😎,0,0,0
328,@bradleymartyn welome to Armenia 🇦🇲💜,0,0,0
329,@danbilzerian Then prove it,0,0,0
330,Definitely a cat lol,0,0,0
331,What's your cats name,0,0,0
332,She has to be one of the luckiest cats in the world.,0,0,0
333,"@danbilzerian Dan.. I doubt you'll ever see this, but I aspire to be like you in life, I'm a 20 year old dude from Miami and Idk if it's weird but could I like get an internship with you or something? I want to learn how to live life the way you do in terms of business, bitches, also I roll killer blunts and joints",0,0,0
334,"Mr Neymar what are you looking for here?
 Lol @neymarjr",0,0,0
335,@danbilzerian plz reply me💗💗💗,0,0,0
336,Life is beautiful 😉,0,0,0
337,Your cat looks better than most girls 😉,0,0,0
338,@danbilzerian I love you dan lol,0,0,0
339,Aww 🐾🐾,0,0,0
340,What kind of cat?!,0,0,0
341,@thesanhat 😂😂it's a kitty😅,0,0,0
342,@danbilzerian Hello! What is the breed of this cat? He is incredible.,0,0,0
343,@thesanhat if you don't know about smush ball you shouldn't even be here,0,0,0
344,lame,0,0,0
345,@tyler.dugan.8 why does that look like my big hoss Ollie,0,0,0
346,@danhouck hell yeah!!! 😹😹😹,0,0,0
347,Bro to lit😭😭,0,0,0
348,Best pussy of them all ✨✨✨ that pussy has gold in its bones and magic in her soul ❤️❤️❤️ @danbilzerian,0,0,0
349,"Dan, you the best 👍🏼...",0,0,0
350,Good one 🤙🙏,0,0,0
351,Did she give you something more?,0,0,0
352,Wow...,0,0,0
353,@danbilzerian can you share the girls bro ?,0,0,0
354,Wonders never cease,0,0,0
355,@stevieg_blatantly this man understands,0,0,0
356,Snapchat just posted an article about you and plagiarized all their information from blitztv 🤣@danbilzerian,0,0,0
357,Her Mushrooms are about to be bursted😍,0,0,0
358,Wanna make money trading forex. Check out my last post.,0,0,0
359,Hot,0,0,0
360,You'll always be my dawg from 5th period @amandatrivizas 🤣,0,0,0
361,@deeznutzonyochin25 I wonder where they rented the paddle boards,0,0,0
362,Wow...!!!,0,0,0
363,@shanell405 shid is that you in the white 🧐,0,0,0
364,the misfortune of those daddy-less girls :/,0,0,0
365,"I am from the Interior of northeastern Brazil, and i do not have enough money to pay for my college, please help me somehow to get this money to pay for my college, it's my dream! 🙏🙏🙏",0,0,0
366,I can do better work for with camera @danbilzerian,0,0,0
367,Hire me 🔥🐐👁,0,0,0
368,who those girls are my dudes,0,0,0
369,WoOw,0,0,0
370,@lipox1996 Easy life,0,0,0
371,If I were you I'd be living like this guy @lovingloca,0,0,0
372,@lovingloca I was listening to him on joe rogan yesterday,0,0,0
373,Snow,0,0,0
374,The GOAT 🐐,0,0,0
375,These are all CG people who aren't even real to make us feel bad @nachobandit,0,0,0
376,Now that's a shot🔥👍🔥👍,0,0,0
377,@maxwassabi every mans dream is to be in his place 😂,0,0,0
378,@danbilzerian i doubt 🤣,0,0,0
379,@leya_k9 naahh i can do better,0,0,0
380,@don._.hector,0,0,0
381,👍 great,0,0,0
382,That's curious,0,0,0
383,Awesome dear😍😍😍😍,0,0,0
384,Make my day and answer a question... how did katie bells insides feel 🕺🐐🕺🐐🕺? Hahah,0,0,0
385,with one love sure is better,0,0,0
386,Sister?!!!!! 😜😂😂,0,0,0
387,Let me put you in some @etlifestyles gear,0,0,0
388,I see selenagomez,0,0,0
389,Sister?!😂,0,0,0
390,Very nice,0,0,0
391,@sofia_bevarly finer than all these girls,0,0,0
392,the kind of lifestyle iam lookink for,0,0,0
393,@iamderekphillips quick glance dude in the brown @alesso looked like you! Freaked me outtttttt😳👀,0,0,0
394,I wana be like you when i grow up,0,0,0
395,@danbilzerian Can i get the chance to meet u,0,0,0
396,@katieeeebell I see you hahah,0,0,0
397,I can't believe you posted it 😂we look like we crashed a school party😂🔥,0,0,0
398,You lost,0,0,0
399,I found Waldo,0,0,0
400,Dan is my Role model,0,0,0
401,CoOL👌,0,0,0
402,Nobody sees the two girls on the right kissing ?,0,0,0
403,@_roberta_guidi shh love don't exist.,0,0,0
404,@lilwood19 @kelsiekilber @lauren_coty @morgan.goulding @nataliemmetzger ok is in college,0,0,0
405,@bjwelle hahahahahahah Hahahaha,0,0,0
406,Too much fun for 1 man,0,0,0
407,I would like to come there. 😍😘😋,0,0,0
408,Mood,0,0,0
409,What size is that ?,0,0,0
410,I wanna but s beanie,0,0,0
411,@danbilzerian @ignite @shamalson goat we on fire🔥,0,0,0
412,You are a God. I'm about to get your face tatted on me. How about a celebration party after?,0,0,1
413,Nice shot 👌👌💥💥,0,0,0
414,I need in big bro,0,0,0
415,You mean iron and swole lol,0,0,0
416,"Whutup , yo man do u know that on South Ural there is a real prison term for this dope shit and every fucking day boys from hood go to seat for 10 years",0,1,0
417,You don't have any bongs on your website. How can I get one !!!,0,0,0
418,"Nigga shut yo ass up with that ""iron and soul"" head ass boi u just hitten a blut u dont need no caption",0,1,0
419,"@danbilzerian let me send you a bottle of my norcal cbd drops. Just expanded to LV, best cbd product on the market bro",0,0,0
420,How does your gym equipment not rust?,0,0,0
421,You really need to get into the cannibis industry you had some wiser word on the issues with it,0,0,0
422,And nicotine addiction,0,0,0
423,This is rlly cute,0,0,0
424,Omg😂😍,0,0,0
425,@ciaran.h @melissajanedillon @micjames87 @highitssteven slayyying,0,0,0
426,@stephjja you should have done this 🙌🏼,0,0,0
427,Hi✋™I am a graphic designer💫💫.HMU👆 to get super cool designs🎉🎉of your illustrated and cartooned🎨📷character of your self💯💯,0,0,0
428,YOU NEED A PROFESSIONAL MUSIC VIDEO? HIT ME UP💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌💌,0,0,0
429,@joannedileo why did u tag me in this,0,0,0
430,YAS,0,0,0
431,No trust me I've been their last thing u wana do is disrespect him 🙁,0,0,0
432,wow LOVE this @whitneyhawkes,0,0,0
433,"Then be kind to ALL females, not just human ones. 🌱✌🏽💜",0,0,0
434,BEST COSTUME OF THIS HALLOWEEN SO FAR Y'ALL,0,0,0
435,OMG SKSJJSJSJS,0,0,0
436,Lol,0,0,0
437,@melly___93 gotta do this ❤️,0,0,0
438,WIG SNATCHED,0,0,0
439,God is a girl! 🔥,0,0,0
440,i love it,0,0,0
441,@soph_ac they have won Halloween,0,0,0
442,lol,0,0,0
443,@emclarkepics Hugo & Frankie would've done it better,0,0,0
444,@josiekearey this is lit 😂😂,0,0,0
445,Genius,0,0,0
446,OMG lol 😂,0,0,0
447,"OMG @qeiseribeiro, I LOVE IT, REALLY, TOO CUTE 💖💖💖💖",0,0,0
448,Omg 😍👻🎃👻,0,0,0
449,@ellaparish_ wooowwww,0,0,0
450,@sydneechloe hahhahahaha,0,0,0
451,@evie_crossland actually invredibke,0,0,0
452,@sophia_maniscalchi trop 😂😂,0,0,0
453,@fatima.yaqub hahahahhahaha dead,0,0,0
454,@saloniii_ @shanayx2 omggggg,0,0,0
455,Top star🌟🌟🌟🌟🌟😍,0,0,0
456,@clara_xavier14 nosso super bond,0,0,0
457,@fatima.yaqub next years costumes xoxo,0,0,0
458,@bianca.chehade ugh goals 🙄,0,0,0
459,@kelly.reker jaaaaaa,0,0,0
460,y'all went innnnnnnn 🔥🔥🔥,0,0,0
461,@little_ej our costume next year?,0,0,0
462,I can't breathe,0,0,0
463,Amazing 🔥🔥🔥,0,0,0
464,Wow,0,0,0
465,@petanaso hahahahaha,0,0,0
466,@emily.campbell83 um ...,0,0,0
467,💕💕💕💕💕 Amazing,0,0,0
468,Omgggggggg fucking loveeeeee @outaygeous,0,0,0
469,@ciara.finn not sure we'd pull it off quite as well lol,0,0,0
470,Wondurfull😍😍🌹,0,0,0
471,Y'all killed it 💕,0,0,0
472,Sista slay ❤️,0,0,0
473,kim kardASShian,0,0,0
474,Fine fine fine,0,0,0
475,@rg_favinha11 this would be me (caption ),0,0,0
476,Masha Allah🌟,0,0,1
477,🌟 Goodthings small packages,0,0,0
478,My halloween costume next year @saharraafat @psycholano,0,0,0
479,Most exciting to look at💪,0,0,0
480,@jessrosenberg next years outfit,0,0,0
481,Oh my god @alanavbarker,0,0,0
482,@nancybabyx0 Kim is everything 💯,0,0,0
483,Yep Bali would remind me of that too if I could go there,0,0,0
484,Hi 🙂,0,0,0
485,"@marissacavv I think you're so right lol those people are delusionnal... Who got the time to go to Bali when they're a broke student even? And even if I had time and that I worked to get this money (because I do), it'll take months to collect enough money. AND ALSO I'd rather have money for my studies, because I wanna sustain in them ??? And graduate ???",0,0,0
486,"Good day everyone 
 my name is olaide saka
 i just got admission to the federal polytechnic bida Niger state.
 please people i need 10k before weekend the deadline is Friday...
 thank you very much God bless you Saka olaide 3101263244",0,0,1
487,Anyone else notice the bump,0,0,0
488,"So tru they literally have nothing and yet they are the most happiest, genuine, caring and giving people I will ever meet xx I miss Bali 😭",0,0,0
489,@angtip bali aint expensive though,0,0,0
490,Super proud of Bali & love the caption @agastyardana,0,0,0
491,Baby baby baby 👶🏻,0,0,0
492,@nnic.vecchio omg I forget to tell you they were all there while we were there 😍,0,0,0
493,Two weeks ago i was at Sanur Bali..such a lovely place,0,0,0
494,R u still in Bali ?,0,0,0
495,@jimmy_bluntz I'm not poor country ..🤣🤣🤣.. many people black work in here🤔🤔🧐,0,1,0
496,I Luv u,0,0,0
497,@betina_bb what my country not poor ..🤣🤣many oil and coal and Freepo🤣🤣🤔.. you need Learing about my country 🤣🤣,0,1,0
498,Beautiful💖,0,0,0
499,Went to Bali in April. So beautiful it's beyond words,0,0,0
500,Awesome,0,0,0
501,OMG you camee to Indonesiaa 😱😱😱😱😱😱😱😱😱😱💃💃💃💃💃,0,0,0
502,Oh kourt❤️❤️❤️,0,0,0
503,love 💕💕💕💕💕💕💕💕💕,0,0,0
504,Your my favorite.,0,0,0
505,"CAN YOU BE MY MOM PLEEEEEASE 😂😂 loooooove you Kourt. Apparently I am you. in my squad of 3, My friends think I am you, and they are Kim and Khloe. Best ✨✨",0,0,0
