,sentence,physics,race,religion
108,Where tf was this last year??? @rpate20,-1,-1,-1
109,@ajskiba23 he's playing YMCA level competition,-1,-1,-1
110,Why you couldn't do that in the finals 🤦🏾‍♂️,-1,-1,-1
111,How good is this @illestbird,-1,-1,-1
112,Weakness in the same way haha,-1,-1,-1
113,He wanna be a guard so bad,-1,-1,-1
114,@marlsreidofficial wow! Footage has emerged of me at my year 6 basketball carnival,-1,-1,-1
115,You can swish that 3 but not in a game,-1,-1,-1
116,get right and play right,-1,-1,-1
117,@dwyanewade @realtristan13 this what you posed to be doing with LeBron,-1,-1,-1
118,Awesome!,-1,-1,-1
119,Where the girl at,-1,-1,-1
120,Thanks for following,-1,-1,-1
121,Teach them kids how to be a great father/ husband!,-1,-1,-1
122,I'm in the video,-1,-1,-1
123,Made my day,-1,-1,-1
124,@grateful_queen aren't we all here for that 😂😂😂,-1,-1,-1
125,Super!,-1,-1,-1
126,Young handsome black baller he does not need to be committed and is not married! Just have fun while young marriage and relationships come after growth do you @realist1one I have five boys I tell them the same have fun with the young ladies while you're young you'll learn and grow best that way,-1,0,-1
127,Well done Tristan👍,-1,-1,-1
128,Better love to come home to see your daughter,-1,-1,-1
129,"""Lord have mercy!""",-1,-1,-1
130,Is khloe still in Cleveland Ohio They give To me and I just write it,-1,-1,-1
131,I wanna go to this @danny_25_92,-1,-1,-1
132,@khloekardashian dummy🤣🤣🤣,-1,-1,-1
133,Dare u to say hi to me,-1,-1,-1
134,Khloe is a hero for forgiving you bro,-1,-1,-1
135,"@realtristan13 My son has cerebral palsy, autism and is also epileptic. I commend you! Research and Suppois definitely needed🌻",-1,-1,-1
136,Ma little sister has epilepsy too. @realtristan13 click the link in ma BIO please. 😞🙏🏽,-1,-1,-1
137,@realtristan13 yo momma is Beautiful,-1,-1,-1
138,@khloekardashian I mean it is her daughters father they gonna talk and suppoeach other no matter what LOL,-1,-1,-1
139,Cbd and Canabis oil dude 🌻,-1,-1,-1
140,Where is ur son ?,-1,-1,-1
141,Toronto did something good 💯 @reanna.t_ . Proud citizen 😅,-1,0,-1
142,@avorimadya He did it 2himself n I good Deed dsnt excuse who he really is💯,-1,-1,-1
143,Boy got peas for days damn brush/come my guys hair😂,-1,-1,-1
144,"Nice photo, there is no need for more words, I just wanted to say 😍👌",-1,-1,-1
145,Aww the boy is so Cute! 💝😍,0,-1,-1
146,Great pics!!!!,-1,-1,-1
147,@khloekardashian you are an adorable. Human. @khloekardashian,0,-1,-1
148,@stinoskicks,-1,-1,-1
149,wE sTiLl rEmEmbEr wHaT y0U diD tO kOkO,-1,-1,-1
150,Looking all daddy ish! 😘,0,-1,-1
151,@fa2cam 😂only for the comments😂,-1,-1,-1
152,Looking cool and smooth u guys aight do yur thang aight,0,-1,-1
153,Flannel way too small 🚮🚮🚮🚮,-1,-1,-1
154,Breathtaking one,-1,-1,-1
155,You and jay-z can rot in hell together while your children are living better lives without you,-1,-1,-1
156,Cute❤️❤️❤️,0,-1,-1
157,Complete copying asaprocky lmaoo,-1,-1,-1
158,What in heavens can this man teach ????? Nada,-1,-1,-1
159,So cool! 💪😎🏀,-1,-1,-1
160,Team tristian,-1,-1,-1
161,That's a pretty good one. Actually I think your recent photos are really good. I will be waiting for your next photo 😊✋,-1,-1,-1
162,Aren't u from Brampton ? 🤔,-1,0,-1
163,Hold one in Houston plz,-1,-1,-1
164,Boy your from brampton dawg,-1,0,-1
165,@dwyanewade learn how to grab offensive rebounds.,-1,-1,-1
166,What for ? You cant play,-1,-1,-1
167,@ns_24 who else is from the 6 lol,-1,-1,-1
168,Lol learn how to lose every game ?,-1,-1,-1
169,hey you guys scrolling follow @leelaowen and dm me when done for 3 free followers and likes on ur recent 10 photos!!,-1,-1,-1
170,You have one of the good galleries I've seen today 👌,-1,-1,-1
171,@twicenow it's Emery's costume!!,-1,-1,-1
172,OmGosh! How funny!💜💜💜,-1,-1,-1
173,happy birthday,-1,-1,-1
174,the sloth is absolutely EVERYTHING ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,-1,-1,-1
175,So stunning🔥,0,-1,-1
176,😇 tell the world that I am the Messiah😇,-1,-1,0
177,"Let Lionel Richie know I am the Messiah,",-1,-1,0
178,🎃👻💀😇👽😘💚💚💚while you are in New York. 😇is here.,-1,-1,-1
179,Love u @katyperry,-1,-1,-1
180,You're 10x hotter when you're in serious mode @katyperry,-1,-1,-1
181,I love u to the moon & back 💗,-1,-1,-1
182,Happy for you🐈 Catwoman @katyperry,-1,-1,-1
183,Mino love music Katy Perry. Minomoretti.music.angels,-1,-1,-1
184,My favourite woman... I really love her songs,-1,-1,-1
185,It's just so cool that my birthday is the same day as yours I remember going to your concelast year as my birthday present 💝 I would always remember that day 10/25/17,-1,-1,-1
186,I love Dolly 😍😊😌,-1,-1,-1
187,"@andrea1858 honestly this is my dream😫😫😫 for my fellow big hair, big titteee committee honoree dolly to sing me happy birthday💕💕💕💕",-1,-1,-1
188,very cool ! !,-1,-1,-1
189,I found the cutest puppy pics @dailybabycanines,-1,-1,-1
190,Love her! ❤️,-1,-1,-1
191,Wow,-1,-1,-1
192,Oh shit! This is Genesis P-Orridge 🔥,-1,-1,-1
193,Hehe. Sensational! 🌈💖🕊,-1,-1,-1
194,i saw dem tiggle biggies live!! 👀,0,-1,-1
195,@carroll_correll AHHH both my favs😍,-1,-1,-1
196,love her😘😘,-1,-1,-1
197,Nice one 👍,-1,-1,-1
198,HELLO DOLLY,-1,-1,-1
199,HAPPY HALLOWEEN EVERYONE.,-1,-1,-1
200,I WILL ALWAYS LOVE YOU !,-1,-1,-1
201,HAPPY BIRTHDAY DOLLY.,-1,-1,-1
202,You know you've made it when...,-1,-1,-1
203,Good morning friend,-1,-1,-1
204,Too pretty to be by a poster with his face on it,0,-1,-1
205,@orlandobloom don't play with katy,-1,-1,-1
206,Yet you make fun of him. Bye mean girl,-1,-1,-1
207,Bieber,-1,-1,-1
208,Beautiful People 💕💕💕💕,-1,-1,-1
209,top,-1,-1,-1
210,get hype,-1,-1,-1
211,go go,-1,-1,-1
212,@diaryofafitmommyofficial says the diary of an obssesed mommy...😐,-1,-1,-1
213,Same 😂,-1,-1,-1
214,Smagirl with good taste,-1,-1,-1
215,Beautiful 💕,0,-1,-1
216,Beautiful wow im a fan,0,-1,-1
217,But not justin sorry #joking😁,-1,-1,-1
218,Hahaha 😍😂,-1,-1,-1
219,Katy got tha feels 😂,-1,-1,-1
220,@katyperry I think Orlando is right... You look Super Thirsty xoxo Stop being Shady,-1,-1,-1
221,You are more talented,-1,-1,-1
222,Happy birthday! 🎈🎉🎁🎆🎇,-1,-1,-1
223,Your ok. To bad you don't believe.,-1,-1,-1
224,Congrats,-1,-1,-1
225,Everyone loves your songs,-1,-1,-1
226,Waoooooo,-1,-1,-1
227,Very nice,-1,-1,-1
228,U look beautiful in that dress!,0,-1,-1
229,Angle face omg 😍😍😍 🙌🙌🙌,0,-1,-1
230,Gorgeous ❤️❤️❤️❤️,0,-1,-1
231,I am from iran i love you💏,-1,0,-1
232,😍😍Beautiful 😍😍,0,-1,-1
233,Shit Katy Perry now has the same mental health problems that miley cirus used to have 😂,1,-1,-1
234,Happy Halloween,-1,-1,-1
235,Did you ever see your fans? I dont think so My beloved star,-1,-1,-1
236,My queen is Katy 💓,-1,-1,-1
237,Best😍😍😍,-1,-1,-1
238,Beauty! 😘💕,0,-1,-1
239,Please grow your hair back out.,0,-1,-1
240,Ally Girls Rally ofcourse,-1,-1,-1
241,Beautiful 💕,0,-1,-1
242,Congratulations,-1,-1,-1
243,Makeup on point,0,-1,-1
244,I miss the old Katy 😫😢,-1,-1,-1
245,Love love love 😘😘😘😘😘😘,-1,-1,-1
246,I miss us black hair 😭😭,0,-1,-1
247,"Kathering, its time to wake up!",-1,-1,-1
248,The most beautiful girl in the world!!,0,-1,-1
249,Nice,-1,-1,-1
250,You age like wine 🍷,0,-1,-1
251,Cutie!!,0,-1,-1
252,❤️Wow,-1,-1,-1
253,Young kAty,-1,-1,-1
254,Coeur d'Alene is so beautiful.,0,-1,-1
255,"Dear Katy, my name is Veronica and ... How can I say this? I am a person who used to hate her by her weight, her face, etc. Bullies appeared and tear me down. They made me loose my studies and myself. Now I am no one ,no job, no friends, no life... But I decided to fight I won't try to kill myself again even when the monsters say I am bullshit.I WILL FIGHT AND I WILL RISE. I listened and shouted your song ""rise"" over and over . Thanks Katy coz I don't like sad songs no more . Victory's in my veins. So, I will rise I will fight I will recover and I will survive.",0,-1,-1
256,I think we all miss her.,-1,-1,-1
257,katy.. marry me..💐,-1,-1,-1
258,@katyperry do u remember when you was real and hman?,0,-1,-1
259,Bring Her back,-1,-1,-1
260,please grow your long hair back!!!! @katyperry 💓💓,0,-1,-1
261,I vibe heavy with this picture 💞,-1,-1,-1
262,I miss old katy 😢,-1,-1,-1
263,Happy birthday beautiful,-1,-1,-1
264,Amazingly Gorgeous🙌🙌🙌🙌🙌,0,-1,-1
265,Hi katy.. I just want to wish you a very happy birthday.. you are a firework!! Love.. ❤️💚💙..,-1,-1,-1
266,You look like a cheap trollop...that's how satan likes his girls...right?,1,-1,-1
267,Cute 💖,0,-1,-1
268,Gorgeous ❤️,0,-1,-1
269,Love the pink❤️😍,-1,-1,-1
270,Omg!,-1,-1,-1
271,Hi. 🇮🇷 I am an Iranian person and I need your helps to cash some money from my page . Becouse the living in here is difficult ... please help me by #following_me,-1,0,-1
272,@katyperry YOU GO TO HALLOWEEN PARTY?,-1,-1,-1
273,You very very beautiful!!!!!!!👍😘❤️💎😍😋💋💕,0,-1,-1
274,Yes queenn😍,-1,-1,-1
275,Cuteness ✨✨✨✨✨✨,0,-1,-1
276,Very nice,0,-1,-1
277,@katyperry your Barbie in pink,-1,-1,-1
278,can you guys follow me have 0 followers am 9 years old,-1,-1,-1
279,@katyperry YOU LOOK LIKE U GO TO A HALLOWEEN PARTY,-1,-1,-1
280,@katyperry THE DRESS IS WONDERFUL. THE COLOR COULD BE ANOTHER BUT MAYBE U LOVE PINK... ITS ALSO OK. BUUUUUUUT THE HAIR ARE LOKING FUNNY. THE HAIRSTYLE IS WRONG...AND YOU LOOK LIKE U WOULD GO TO A HALLOWEEN PARTY.WHO MADE THIS TO YOU????????,0,-1,-1
281,nice,-1,-1,-1
282,ON FIIIIIIIRREEEE 😢😢😢😢😢❤❤❤❤❤,-1,-1,-1
283,@felicitythechiweenie thinks you're divine ❤️😍,-1,-1,-1
284,I love that lip color!!!! What is it????,-1,-1,-1
285,👈👈👈 Epic Disney Throwback! #NEWVIDEOO 📽🎬🔥 Link in bio,-1,-1,-1
286,Wow. You're absolutely amazing,-1,-1,-1
287,Queen,-1,-1,-1
288,Was you born with a pe,-1,-1,-1
289,Katy's friend I'm coming to your new home i love u Friends 😘😂,-1,-1,-1
290,you are very beautiful girl,0,-1,-1
291,Pretty in pink! 💕,0,-1,-1
292,Wonderful!!!!!💎,-1,-1,-1
293,"Beautyful earrings, good taste. 🥀",0,-1,-1
294,@iamstevent pink,-1,-1,-1
295,Lovely,-1,-1,-1
296,you look much better with long hair 💕,0,-1,-1
297,💙💚💙💚 u r amazing!!,-1,-1,-1
298,beckon,-1,-1,-1
299,You need to grow your hair long again! Dont like shoon you when your so stunning with length!,0,-1,-1
300,oh my Katy !,-1,-1,-1
301,Loving the look @katyperry,0,-1,-1
302,Nice dress,0,-1,-1
303,That's so cute 💜💜💗💗💗💗,0,-1,-1
304,I can't breath when I see your photos😍😍😍😍😍,-1,-1,-1
305,very goddd👍👍👍👍👍👍👍💞💝🌷🌹🎤,-1,-1,-1
306,This look was 🔥🔥🔥 @katyperry,0,-1,-1
307,🔹 Superrrrr😍,-1,-1,-1
308,wowww!!!👏👏,-1,-1,-1
309,You need to grow your hair out sweetie! I miss your long hair 😍 still love you,0,-1,-1
310,No,-1,-1,-1
311,Yes yes,-1,-1,-1
312,HAPPY birthday,-1,-1,-1
313,I thinked it's Christina Aguilera 😂,-1,-1,-1
314,Happy Birthday @katyperry 💜,-1,-1,-1
315,Awesome😄,-1,-1,-1
316,I'm 53 years old and bought your leopard print boots with gold tone heel..... one word. LOVE!!!!!!!!,-1,-1,-1
317,I love you 💓,-1,-1,-1
318,Take down your gates around your house! Fire your gun toking security guards and turn off your alarms! #buildthewall,-1,-1,-1
319,Woow its veri cool😍😍😍,-1,-1,-1
320,Gorgeous,-1,-1,-1
321,Love this ❤️❤️❤️🔥🔥🔥🔥,-1,-1,-1
322,Thanks for reminding people to vote REPUBLICAN across the board. Republicans want freedom and for your taxes to work for you. Democrats want to take your freedom and have your taxes pay for system leeches and illegals. #voterepublican #MAGA #republican,-1,-1,-1
323,Can you come to LOUISIANA 🙌🤣💜😁,-1,-1,-1
324,This confirms I shouldn't be voting -Now i know not to vote is right. HRC supports harvey! Either you suppowoman or you don't KP. #mkultra,-1,-1,-1
325,"My whole life, people have been saying, Why are you so angry?",-1,-1,-1
326,I'm registered!!!! 🇺🇸🇺🇸 California 😊,-1,-1,-1
327,god afternood,-1,-1,-1
328,Make sure you vote for freedom not free stuff.,-1,-1,-1
329,We r registered to vote Republican all up and down! #votered 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,-1,-1,-1
330,I'm so sorry Cooper. Please forgive me. @cooper._roy,-1,-1,-1
331,Yaaaassssss,-1,-1,-1
332,"🎂 Wish you a happy birthday dear.May Almighty bless you his choicest blessings and lots of happiness. Stay happy forever. Lots of love and wishes. May all your wishes come true.. Have a great day and year.❤️🎂😘🌹@katyperry
 Gauri",-1,-1,-1
333,@pritchetclaire he was Democratically allocates,-1,-1,-1
334,@dreamy.daydreams that sounds like something a dem would say,-1,-1,-1
335,Yea NOW people want to vote..m,-1,-1,-1
336,Rihanna got beat up and left for dead by her boyfriend then went back to him. You dumb pop stars need to stick to music.,-1,-1,-1
337,well-behaved,-1,-1,-1
338,Trump Nation🇺🇸🇺🇸🇺🇸,-1,-1,-1
339,Republican all Day!! #RedWave,-1,-1,-1
340,I want to see this movie so bad too,-1,-1,-1
341,Holo!!! It's me Cristine again!,-1,-1,-1
342,Amc overpricing movies smh,-1,-1,-1
343,wonder if she saw it at innaloo😂 @jyahvilla,-1,-1,-1
344,Movie tickets are $20 where you live?! Good God.,-1,-1,-1
345,Btw your nail polish is awesome,0,-1,-1
346,"yasss queen honey, allso my friend likes my boyfriend and I think he is cheating on my with her because they are allways hanging out and laughing at eachother, what shoul i do",-1,-1,-1
347,Wish you can send some tickets to Austin Canada here so expensive see one of your shows we would love to see your show especially my seven-year-old daughter you are her Idol she just loves you right to death and so did the rest of my family,-1,-1,-1
348,Oh yeah,-1,-1,-1
349,Love the nails😍,0,-1,-1
350,Did you like the film?,-1,-1,-1
351,Love u katt,-1,-1,-1
352,Katy it's not good hear😢,-1,-1,-1
353,I went to your consert,-1,-1,-1
354,Really is fantastic,-1,-1,-1
355,So nice💋,-1,-1,-1
356,Super 🌸🌸🌸,-1,-1,-1
357,"Overcoming fear is the first step to success for entrepreneurs. The winners all exemplify that, and the hard work and commitment they have shown underlines what is needed to set up a business.",-1,-1,-1
358,Happy Birthday.Katy...❤️ Congratulations Another Spin around the Sun .....🌞......💨🎂 Make a Wish..!,-1,-1,-1
359,lovely and cute,0,-1,-1
360,Awww💚,-1,-1,-1
361,Very nice,-1,-1,-1
362,I LOVE IT!✌🏻💖,-1,-1,-1
363,HEY DAN COULD TALK ABOUT ADVERTISING IN TIMES SQUARE ..NO BS GREAT OPPORTUNITY ..80 DAYS MINIMUM 65K,-1,-1,-1
364,Work hard party harder,-1,-1,-1
365,@danbilzerian I think you forgot bud in your workout plan,-1,-1,-1
366,@danbilzerian Dan the man looking good,0,-1,-1
367,Lets connect!,-1,-1,-1
368,Let us know who has the funnest comments on the reviews for whipple superchargers,-1,-1,-1
369,Yo what's up? Open DM's man I'd love to talk,-1,-1,-1
370,Too nice,-1,-1,-1
371,I just saw your recent photos. It looks like your photos are getting better with time imo 😉👌,-1,-1,-1
372,If you're in love with the car culture give us a follow 👌,-1,-1,-1
373,King of the douchebags 😂,-1,-1,-1
374,"Dan too old to hang out with these kids , he look like their bad lol",0,-1,-1
375,Awesomee!!,-1,-1,-1
376,LİKE FOR LİKE,-1,-1,-1
377,Hey dude I wanna fuck you 🤩🤩😋😋,0,-1,-1
378,happy birthday dan 🎸🎸😍,-1,-1,-1
379,Happy Halloween 👻 #book fallow me please,-1,-1,-1
380,The hell on earth 🤦🏻‍♀️🤢🤮,-1,-1,-1
381,Just go to the party with the same should you worked out in. LolDan don't give a fuck!!!!!🎩,-1,-1,-1
382,Why no pictures of lil mayo,-1,-1,-1
383,@bagels_payne don't worry mr bagels he will never take that from you,-1,-1,-1
384,Like,-1,-1,-1
385,Even Chuck Norris can't do it 😊,-1,-1,-1
386,My favorite pawas you dressed up as yo self 👻❤️,0,-1,-1
387,@andrewferrante @kevinmumolo we're was our invite,-1,-1,-1
388,Hes into that dude,-1,-1,-1
389,◀◀◀THIS IS WHERE ITS AT 💉💉,-1,-1,-1
390,Nice 😍😍😍😍😍😍,-1,-1,-1
391,So you're okay with black men but not black women....okay.....,-1,0,-1
392,"Looking like that, you should never wear any T-shirts anymore 😍",0,-1,-1
393,who is that cock with his jeans hanging around his arse? grow up man.,0,-1,-1
394,Why do you look so young Everytime ? @danbilzerian,0,-1,-1
395,Love you man✌😎,-1,-1,-1
396,@bradleymartyn welome to Armenia 🇦🇲💜,-1,-1,-1
397,@danbilzerian Then prove it,-1,-1,-1
398,Definitely a cat lol,-1,-1,-1
399,What's your cats name,-1,-1,-1
400,She has to be one of the luckiest cats in the world.,-1,-1,-1
401,"@danbilzerian Dan.. I doubt you'll ever see this, but I aspire to be like you in life, I'm a 20 year old dude from Miami and Idk if it's weird but could I like get an internship with you or something? I want to learn how to live life the way you do in terms of business, bitches, also I roll killer blunts and joints",-1,-1,-1
402,"Mr Neymar what are you looking for here?
 Lol @neymarjr",-1,-1,-1
403,@danbilzerian plz reply me💗💗💗,-1,-1,-1
404,Life is beautiful 😉,-1,-1,-1
405,Your cat looks better than most girls 😉,-1,-1,-1
406,@danbilzerian I love you dan lol,-1,-1,-1
407,Cutie pie ❤️😘,0,-1,-1
408,Aww 🐾🐾,-1,-1,-1
409,What kind of cat?!,-1,-1,-1
410,@thesanhat 😂😂it's a kitty😅,-1,-1,-1
411,@danbilzerian Hello! What is the breed of this cat? He is incredible.,-1,-1,-1
412,😻too cute,0,-1,-1
413,@danbilzerian loves pussy🤣🤣,0,-1,-1
414,@thesanhat if you don't know about smush ball you shouldn't even be here,-1,-1,-1
415,lame,-1,-1,-1
416,@tyler.dugan.8 why does that look like my big hoss Ollie,-1,-1,-1
417,@danhouck hell yeah!!! 😹😹😹,-1,-1,-1
418,Bro to lit😭😭,-1,-1,-1
419,Best pussy of them all ✨✨✨ that pussy has gold in its bones and magic in her soul ❤️❤️❤️ @danbilzerian,-1,-1,-1
420,@jakeythompson the chick tho fark,0,-1,-1
421,"Dan, you the best 👍🏼...",-1,-1,-1
422,Good one 🤙🙏,-1,-1,-1
423,Did she give you something more?,-1,-1,-1
424,Wow...,-1,-1,-1
425,@danbilzerian can you share the girls bro ?,-1,-1,-1
426,Wonders never cease,-1,-1,-1
427,@stevieg_blatantly this man understands,-1,-1,-1
428,Snapchat just posted an article about you and plagiarized all their information from blitztv 🤣@danbilzerian,-1,-1,-1
429,Her Mushrooms are about to be bursted😍,-1,-1,-1
430,Wanna make money trading forex. Check out my last post.,-1,-1,-1
431,Fuck u!!! Ur a womanizer. we will come for u when the Marxist revolution comes!!!,1,-1,-1
432,ur a nasty demon dan!!!,1,-1,-1
433,Hot,-1,-1,-1
434,Sexi,0,-1,-1
435,You'll always be my dawg from 5th period @amandatrivizas 🤣,-1,-1,-1
436,@deeznutzonyochin25 I wonder where they rented the paddle boards,-1,-1,-1
437,Wow...!!!,-1,-1,-1
438,@shanell405 shid is that you in the white 🧐,-1,-1,-1
439,the misfortune of those daddy-less girls :/,-1,-1,-1
440,@katieeeebell can I marry this chick right meow @peytonboucek,0,-1,-1
441,"I am from the Interior of northeastern Brazil, and i do not have enough money to pay for my college, please help me somehow to get this money to pay for my college, it's my dream! 🙏🙏🙏",-1,-1,-1
442,I can do better work for with camera @danbilzerian,-1,-1,-1
443,Hire me 🔥🐐👁,-1,-1,-1
444,@danbilzerian it's a fucking pussy stampede!!!,0,-1,-1
445,@amberleighwest you look SO bomb,0,-1,-1
446,why u always walk with girls ? are u gaay ??,0,-1,-1
447,who those girls are my dudes,-1,-1,-1
448,Look those tinny legs!,0,-1,-1
449,WoOw,-1,-1,-1
450,@lipox1996 Easy life,-1,-1,-1
451,If I were you I'd be living like this guy @lovingloca,-1,-1,-1
452,@m_crandall3 broooooo this guy is crazy lol,0,-1,-1
453,@lovingloca I was listening to him on joe rogan yesterday,-1,-1,-1
454,Snow,-1,-1,-1
455,The GOAT 🐐,-1,-1,-1
